timestamp,vantage_point,category,base_domain,service_variant,target_ip,protocol,port,num_hops,success,duration_seconds,hop_num,hop_ip,hop_rtt_avg
2025-10-14T10:32:26.729605,cht-mobile,government_central,president.gov.tw,www.president.gov.tw,203.66.35.65,icmp,,9,True,11.02,2,10.159.65.141,211.01
2025-10-14T10:32:26.729605,cht-mobile,government_central,president.gov.tw,www.president.gov.tw,203.66.35.65,icmp,,9,True,11.02,3,10.159.65.81,35.13
2025-10-14T10:32:26.729605,cht-mobile,government_central,president.gov.tw,www.president.gov.tw,203.66.35.65,icmp,,9,True,11.02,4,10.159.67.167,28.77
2025-10-14T10:32:26.729605,cht-mobile,government_central,president.gov.tw,www.president.gov.tw,203.66.35.65,icmp,,9,True,11.02,5,10.159.67.178,38.47
2025-10-14T10:32:26.729605,cht-mobile,government_central,president.gov.tw,www.president.gov.tw,203.66.35.65,icmp,,9,True,11.02,6,210.65.126.198,25.8
2025-10-14T10:32:26.729605,cht-mobile,government_central,president.gov.tw,www.president.gov.tw,203.66.35.65,icmp,,9,True,11.02,7,*,
2025-10-14T10:32:26.729605,cht-mobile,government_central,president.gov.tw,www.president.gov.tw,203.66.35.65,icmp,,9,True,11.02,8,220.128.24.101,137.43
2025-10-14T10:32:26.729605,cht-mobile,government_central,president.gov.tw,www.president.gov.tw,203.66.35.65,icmp,,9,True,11.02,9,211.22.228.209,117.17
2025-10-14T10:32:26.729605,cht-mobile,government_central,president.gov.tw,www.president.gov.tw,203.66.35.65,icmp,,9,True,11.02,10,203.66.35.65,69.09
2025-10-14T10:33:34.736575,cht-mobile,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,64.96,2,10.159.65.141,156.04
2025-10-14T10:33:34.736575,cht-mobile,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,64.96,3,10.159.65.81,19.59
2025-10-14T10:33:34.736575,cht-mobile,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,64.96,4,10.159.67.167,19.68
2025-10-14T10:33:34.736575,cht-mobile,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,64.96,5,10.159.67.177,20.21
2025-10-14T10:33:34.736575,cht-mobile,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,64.96,6,210.65.126.194,25.96
2025-10-14T10:33:34.736575,cht-mobile,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,64.96,7,*,
2025-10-14T10:33:34.736575,cht-mobile,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,64.96,8,*,
2025-10-14T10:33:34.736575,cht-mobile,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,64.96,9,220.128.14.45,38.35
2025-10-14T10:33:34.736575,cht-mobile,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,64.96,10,211.22.229.213,30.3
2025-10-14T10:33:34.736575,cht-mobile,government_central,president.gov.tw,www2.president.gov.tw,4.216.205.136,icmp,,20,True,64.96,11,203.69.110.161,40.53
